run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_bound
2022-02-14-14-17-15,nonlinear_model,630.0,1156.9448585510254,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-85-0.2-3.json,hop_tsiligirides-3-85-0.2-3,32,31,25,6,1080.0,34.83870967741935,26.4,70.0,0.0700663905762041,9.386695470404131,85.0,tsiligirides_hop,3,85,0.2,3,"0,23,21,6,4,27,13,3,2,19,12,20,14,5,1,31,25,28,11,10,18,17,9,8,0",630.0,1.0,84.59680861388219,99.52565719280256,23,0,58.333333333333336,74.19354838709677,0.0,27.39130434782609,0.0,0.0,51.77035339702263,0.0,630.000630001
2022-02-14-10-44-12,nonlinear_model,114.421702293,219.0768280029297,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-30-0.1-5.json,hop_tsiligirides-1-30-0.1-5,31,30,27,3,365.0,12.166666666666666,9.814814814814817,33.333333333333336,0.0627810495102188,8.435870126384714,30.0,tsiligirides_hop,1,30,0.1,5,"0,18,11,20,21,22,23,24,25,30,26,0",150.0,0.762811348622246,29.48667702577548,98.2889234192516,10,1,41.0958904109589,33.333333333333336,10.0,11.11111111111111,50.0,0.0720258855544675,16.182165838686274,3.7589892258425,114.421816715
2022-02-14-13-57-37,nonlinear_model,682.80087897,1117.9610064029694,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.1-5.json,hop_tsiligirides-3-60-0.1-5,32,31,28,3,1280.0,41.29032258064516,24.285714285714285,200.0,0.0671311764249949,9.386695470404131,60.0,tsiligirides_hop,3,60,0.1,5,"0,26,22,31,25,28,30,7,1,5,2,12,14,15,20,16,19,3,13,27,4,6,21,23,0",770.0,0.8867543882723556,59.88622606800215,99.81037678000357,23,1,60.15625,74.19354838709677,4.3478260869565215,23.63636363636364,250.0,0.0530467448406258,30.11510277836387,2.265685424949236,682.801561771
2022-02-14-12-44-14,nonlinear_model,255.473919172,297.39187002182007,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.2-5.json,hop_tsiligirides-2-30-0.2-5,20,19,16,3,650.0,34.21052631578947,25.0,83.33333333333333,0.0761869503783271,6.18210573440129,30.0,tsiligirides_hop,2,30,0.2,5,"0,6,5,7,16,15,14,8,9,10,13,12,0",285.0,0.8963997163938713,29.91001725007203,99.7000575002401,11,1,43.84615384615385,57.89473684210526,9.090909090909092,23.5,50.0,0.0884194774276778,14.703354926621344,1.2369316876852985,255.474174646
2022-02-14-13-36-19,nonlinear_model,500.0,969.55242729187,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-50-0.2-3.json,hop_tsiligirides-3-50-0.2-3,32,31,25,6,1120.0,36.12903225806452,25.6,80.0,0.0734923597486187,9.386695470404131,50.0,tsiligirides_hop,3,50,0.2,3,"0,23,21,6,4,13,3,2,19,16,15,14,5,1,7,30,11,28,25,31,22,0",500.0,1.0,49.5798236649935,99.159647329987,20,0,44.642857142857146,64.51612903225806,0.0,25.0,0.0,0.0,26.46844653710632,0.0,500.000500001
2022-02-14-13-04-27,nonlinear_model,191.695666326,3600.796753168106,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-23-0.2-4.json,hop_tsiligirides-2-23-0.2-4,20,19,16,3,705.0,37.10526315789474,22.8125,113.33333333333331,0.0744935185403677,6.18210573440129,23.0,tsiligirides_hop,2,23,0.2,4,"0,12,13,9,8,7,1,3,4,5,6,0",230.0,0.8334594188102686,22.50763975443273,97.85930328014231,10,1,32.6241134751773,52.63157894736842,10.0,18.88888888888889,60.0,0.0611386277296241,12.430146919609273,2.979626341505916,191.695858022
2022-02-14-12-48-58,nonlinear_model,168.088973546,4.4813196659088135,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.2-3.json,hop_tsiligirides-3-15-0.2-3,32,31,25,6,1060.0,34.193548387096776,26.8,65.0,0.0745998979678003,9.386695470404131,15.0,tsiligirides_hop,3,15,0.2,3,"0,23,21,6,4,27,13,3,22,0",230.0,0.7308216241136458,14.744052404455983,98.29368269637324,8,2,21.69811320754717,25.806451612903224,25.0,23.33333333333333,45.0,0.0547381095419603,9.641456810640577,2.9907677703809847,168.089141635
2022-02-14-12-44-03,nonlinear_model,297.709955865,327.34707021713257,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.4-4.json,hop_tsiligirides-2-38-0.4-4,20,19,12,7,975.0,51.31578947368421,22.916666666666668,100.0,0.07227502979859,6.18210573440129,38.0,tsiligirides_hop,2,38,0.4,4,"0,5,4,1,3,18,17,16,8,9,13,12,10,11,0",335.0,0.8886864354186039,37.885408130477785,99.69844244862576,13,1,34.35897435897436,68.42105263157895,7.6923076923076925,22.916666666666668,60.0,0.0511128164123151,17.13583991467331,2.308830348924057,297.710253575
2022-02-14-13-00-18,nonlinear_model,274.458482403,8.90258526802063,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.4-4.json,hop_tsiligirides-3-15-0.4-4,32,31,19,12,1760.0,56.774193548387096,25.26315789473684,106.66666666666669,0.0781943741611612,9.386695470404131,15.0,tsiligirides_hop,3,15,0.4,4,"0,22,26,27,13,4,6,21,23,0",340.0,0.8072308305982402,14.763691720333863,98.42461146889242,8,2,19.318181818181817,25.806451612903224,25.0,16.666666666666668,120.0,0.0718344129841066,8.876548602365553,1.415685424949236,274.458756862
2022-02-14-13-48-35,nonlinear_model,19.0221743458,3602.050577402115,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.4-2.json,hop_tsiligirides-3-100-0.4-2,32,31,19,12,1110.0,35.806451612903224,25.789473684210527,51.66666666666666,0.0840658745819343,9.386695470404131,100.0,tsiligirides_hop,3,100,0.4,2,"0,23,0",20.0,0.9511087172917312,1.131370849898472,1.131370849898472,1,1,1.8018018018018016,3.225806451612903,100.0,0.0,20.0,0.0886126844374764,0.0,0.565685424949236,886.269680001
2022-02-14-10-40-22,nonlinear_model,20.0,0.2603964805603027,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-10-0.1-4.json,hop_tsiligirides-1-10-0.1-4,31,30,27,3,360.0,12.0,9.62962962962963,33.333333333333336,0.0602881231071401,8.435870126384714,10.0,tsiligirides_hop,1,10,0.1,4,"0,26,27,0",20.0,1.0,9.65271875819709,96.52718758197088,2,0,5.555555555555555,6.666666666666667,0.0,10.0,0.0,0.0,3.8412919571772095,0.0,20.0
2022-02-14-12-49-49,nonlinear_model,361.11602605,39.445924282073975,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-45-0.3-3.json,hop_tsiligirides-2-45-0.3-3,20,19,14,5,680.0,35.78947368421053,23.928571428571427,69.0,0.0739352628687986,6.18210573440129,45.0,tsiligirides_hop,2,45,0.3,3,"0,6,5,4,1,2,3,19,18,14,16,7,8,9,10,13,0",410.0,0.8807707952438554,42.38738365344227,94.19418589653836,15,1,60.294117647058826,78.94736842105263,6.666666666666667,23.928571428571427,75.0,0.051403731417472,23.76771418382346,2.469817807045694,361.116387166
2022-02-14-12-39-17,nonlinear_model,355.0,17.457399129867554,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.1-4.json,hop_tsiligirides-2-38-0.1-4,20,19,18,1,510.0,26.84210526315789,23.88888888888889,80.0,0.064634272804813,6.18210573440129,38.0,tsiligirides_hop,2,38,0.1,4,"0,11,10,8,14,15,16,17,18,19,3,2,4,5,6,0",355.0,1.0,37.92252499507234,99.79611840808512,14,0,69.6078431372549,73.6842105263158,0.0,25.357142857142858,0.0,0.0,17.761643624843924,0.0,355.000355
2022-02-14-13-34-15,nonlinear_model,474.54625554,865.592898607254,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-55-0.2-2.json,hop_tsiligirides-3-55-0.2-2,32,31,25,6,960.0,30.967741935483872,25.6,53.333333333333336,0.0658176500510855,9.386695470404131,55.0,tsiligirides_hop,3,55,0.2,2,"0,22,31,25,28,11,30,7,1,5,12,15,20,16,19,3,27,4,21,23,0",490.0,0.9684617460006808,54.725831028107024,99.50151096019458,19,1,51.04166666666666,61.29032258064516,5.2631578947368425,26.11111111111111,20.0,0.0566503814561167,28.915883465161205,0.565685424949236,474.546730087
2022-02-14-13-02-32,nonlinear_model,230.0,141.1037929058075,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-25-0.3-2.json,hop_tsiligirides-3-25-0.3-2,32,31,22,9,1010.0,32.58064516129032,26.818181818181817,46.66666666666666,0.0704148470769218,9.386695470404131,25.0,tsiligirides_hop,3,25,0.3,2,"0,23,21,4,27,19,12,2,13,26,0",230.0,1.0,24.628092735317946,98.51237094127175,9,0,22.77227722772277,29.032258064516128,0.0,25.55555555555556,0.0,0.0,13.244149163061833,0.0,230.00023
2022-02-14-11-11-25,nonlinear_model,210.0,357.40832352638245,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.2-2.json,hop_tsiligirides-1-73-0.2-2,31,30,24,6,355.0,11.833333333333334,8.958333333333334,23.33333333333333,0.088982840892809,8.435870126384714,73.0,tsiligirides_hop,1,73,0.2,2,"0,17,18,19,29,24,23,22,21,20,11,9,8,7,1,2,6,5,4,3,14,28,16,27,0",210.0,1.0,72.99919463433234,99.99889675935935,23,0,59.15492957746479,76.66666666666667,0.0,9.130434782608695,0.0,0.0,35.99276370803877,0.0,210.00021
2022-02-14-10-44-30,nonlinear_model,200.0,122.2664189338684,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.1-4.json,hop_tsiligirides-1-55-0.1-4,31,30,27,3,375.0,12.5,9.444444444444445,40.0,0.0766537737908586,8.435870126384714,55.0,tsiligirides_hop,1,55,0.1,4,"0,18,19,26,30,25,24,22,21,20,11,10,9,7,1,2,6,5,4,3,14,27,0",200.0,1.0,54.957223420512925,99.9222244009326,21,0,53.333333333333336,70.0,0.0,9.523809523809524,0.0,0.0,30.67006631883237,0.0,200.0002
2022-02-14-13-04-52,nonlinear_model,153.603072679,3606.7724854946136,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-20-0.3-4.json,hop_tsiligirides-2-20-0.3-4,20,19,14,5,690.0,36.31578947368421,26.428571428571427,64.0,0.0740608688159878,6.18210573440129,20.0,tsiligirides_hop,2,20,0.3,4,"0,13,12,10,9,7,2,4,5,6,0",240.0,0.6400128028299421,18.792209294233363,93.9610464711668,9,2,34.78260869565217,47.36842105263158,22.22222222222222,17.142857142857142,60.0,0.0686932742827083,10.592948799982285,3.2711739362481804,153.603226282
2022-02-14-10-42-21,nonlinear_model,10.0,0.028775930404663,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-5-0.3-2.json,hop_tsiligirides-1-5-0.3-2,31,30,21,9,380.0,12.666666666666666,9.047619047619047,21.11111111111111,0.0709970916149968,8.435870126384714,5.0,tsiligirides_hop,1,5,0.3,2,"0,27,0",10.0,1.0,3.5777087639996634,71.55417527999327,1,0,2.631578947368421,3.333333333333333,0.0,10.0,0.0,0.0,1.7888543819998317,0.0,10.0
2022-02-14-13-45-53,nonlinear_model,610.0,130.65708112716675,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-70-0.1-4.json,hop_tsiligirides-3-70-0.1-4,32,31,28,3,1010.0,32.58064516129032,26.071428571428573,93.33333333333331,0.0809307372237822,9.386695470404131,70.0,tsiligirides_hop,3,70,0.1,4,"0,23,21,6,4,3,19,16,20,15,14,12,2,5,1,7,30,11,28,29,9,8,24,0",610.0,1.0,69.95068518857582,99.92955026939404,22,0,60.3960396039604,70.96774193548387,0.0,27.727272727272727,0.0,0.0,37.88367027666212,0.0,610.000610001
2022-02-14-11-40-59,nonlinear_model,35.7796431824,3608.149341821671,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-46-0.2-4.json,hop_tsiligirides-1-46-0.2-4,31,30,24,6,435.0,14.5,9.791666666666666,33.333333333333336,0.0676240171173933,8.435870126384714,46.0,tsiligirides_hop,1,46,0.2,4,"0,21,25,30,7,1,2,6,4,3,12,5,0",140.0,0.2555688798742102,45.98631810783252,99.97025675615764,11,2,32.18390804597701,36.66666666666666,18.181818181818183,8.88888888888889,30.0,0.0677071079021552,23.492572068169185,9.9400437289148,239.883221567
2022-02-14-13-57-48,nonlinear_model,600.0,886.2790534496307,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-70-0.1-3.json,hop_tsiligirides-3-70-0.1-3,32,31,28,3,940.0,30.32258064516129,26.071428571428573,70.0,0.0701445778731352,9.386695470404131,70.0,tsiligirides_hop,3,70,0.1,3,"0,23,21,6,4,27,13,2,12,19,16,20,15,14,5,7,30,11,10,29,28,25,31,22,0",600.0,1.0,69.69293692100369,99.5613384585767,23,0,63.82978723404256,74.19354838709677,0.0,26.08695652173913,0.0,0.0,37.538336377668536,0.0,600.000600001
2022-02-14-12-48-56,nonlinear_model,170.0,1.6501061916351318,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.1-4.json,hop_tsiligirides-3-15-0.1-4,32,31,28,3,1040.0,33.54838709677419,25.714285714285715,106.66666666666669,0.062833960484485,9.386695470404131,15.0,tsiligirides_hop,3,15,0.1,4,"0,26,13,3,27,4,6,21,23,0",170.0,1.0,14.75755105970911,98.38367373139408,8,0,16.346153846153847,25.806451612903224,0.0,21.25,0.0,0.0,6.827310510920525,0.0,170.00017
2022-02-14-10-41-51,nonlinear_model,10.0,0.0254991054534912,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-5-0.1-3.json,hop_tsiligirides-1-5-0.1-3,31,30,27,3,325.0,10.833333333333334,9.814814814814817,20.0,0.0669513109722893,8.435870126384714,5.0,tsiligirides_hop,1,5,0.1,3,"0,27,0",10.0,1.0,3.5777087639996634,71.55417527999327,1,0,3.076923076923077,3.333333333333333,0.0,10.0,0.0,0.0,1.7888543819998317,0.0,10.0
2022-02-14-13-53-37,nonlinear_model,679.137162899,235.87129426002505,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.1-4.json,hop_tsiligirides-3-80-0.1-4,32,31,28,3,1070.0,34.516129032258064,25.357142857142858,120.0,0.0852405134963751,9.386695470404131,80.0,tsiligirides_hop,3,80,0.1,4,"0,23,26,22,25,28,29,9,17,18,10,11,30,7,1,5,2,12,14,15,16,19,3,13,27,4,6,21,0",850.0,0.7989848975287854,79.95741314069093,99.94676642586369,27,1,79.4392523364486,87.09677419354838,3.703703703703704,25.0,200.0,0.099862578936499,38.58603327596846,2.2472205054244214,679.137842037
2022-02-14-13-01-58,nonlinear_model,660.0,763.7791385650635,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.2-3.json,hop_tsiligirides-3-110-0.2-3,32,31,25,6,1080.0,34.83870967741935,26.4,70.0,0.0647596796340775,9.386695470404131,110.0,tsiligirides_hop,3,110,0.2,3,"0,23,24,21,29,22,31,26,6,4,13,27,19,16,15,20,14,12,2,5,1,30,7,11,18,17,0",660.0,1.0,109.77071896332198,99.79156269392908,25,0,61.11111111111112,80.64516129032258,0.0,26.4,0.0,0.0,63.53980388670698,0.0,660.000660001
2022-02-14-13-21-38,nonlinear_model,390.0,809.3742105960846,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.3-2.json,hop_tsiligirides-3-45-0.3-2,32,31,22,9,1000.0,32.25806451612903,27.272727272727277,44.44444444444444,0.0770288999711902,9.386695470404131,45.0,tsiligirides_hop,3,45,0.3,2,"0,21,6,4,13,3,19,16,14,1,7,30,11,28,25,0",390.0,1.0,43.88534521084661,97.52298935743693,14,0,39.0,45.16129032258065,0.0,27.857142857142858,0.0,0.0,23.925260228535727,0.0,390.00039
2022-02-14-10-40-26,nonlinear_model,26.2828236824,0.3663053512573242,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-10-0.3-5.json,hop_tsiligirides-1-10-0.3-5,31,30,21,9,565.0,18.83333333333333,10.238095238095235,38.888888888888886,0.0781813556103518,8.435870126384714,10.0,tsiligirides_hop,1,10,0.3,5,"0,26,18,0",35.0,0.7509378194982643,9.5366562973137,95.366562973137,2,1,6.1946902654867255,6.666666666666667,50.0,10.0,25.0,0.0874424510910038,5.7776670714712015,3.2756678708318407,26.2828499653
2022-02-14-10-40-47,nonlinear_model,150.0,24.73716950416565,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.1-2.json,hop_tsiligirides-1-40-0.1-2,31,30,27,3,315.0,10.5,9.444444444444445,20.0,0.069355960632624,8.435870126384714,40.0,tsiligirides_hop,1,40,0.1,2,"0,12,8,7,9,10,11,20,21,22,23,24,25,30,26,19,18,0",150.0,1.0,39.25487125683064,98.1371781420766,16,0,47.61904761904762,53.333333333333336,0.0,9.375,0.0,0.0,19.591903886165632,0.0,150.00015
2022-02-14-12-08-35,nonlinear_model,235.0,1321.75217795372,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.2-3.json,hop_tsiligirides-1-85-0.2-3,31,30,24,6,385.0,12.833333333333334,9.791666666666666,25.0,0.0798587986341942,8.435870126384714,85.0,tsiligirides_hop,1,85,0.2,3,"0,11,18,19,26,29,30,25,22,24,23,9,10,8,1,12,6,5,4,3,13,14,15,28,27,0",235.0,1.0,83.57042426481405,98.31814619389888,24,0,61.03896103896104,80.0,0.0,9.791666666666666,0.0,0.0,42.34600475567566,0.0,235.000235
2022-02-14-10-47-31,nonlinear_model,140.0,428.9324412345886,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.1-5.json,hop_tsiligirides-1-40-0.1-5,31,30,27,3,385.0,12.833333333333334,9.62962962962963,41.66666666666666,0.0742892477444808,8.435870126384714,40.0,tsiligirides_hop,1,40,0.1,5,"0,5,6,2,1,8,10,9,11,20,21,22,25,30,26,27,0",140.0,1.0,39.89847266764104,99.74618166910258,15,0,36.36363636363637,50.0,0.0,9.333333333333334,0.0,0.0,19.337684867707463,0.0,140.00014
2022-02-14-14-01-51,nonlinear_model,480.0,1371.6807188987732,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.2-2.json,hop_tsiligirides-3-60-0.2-2,32,31,25,6,940.0,30.32258064516129,26.4,46.66666666666666,0.0789757181827577,9.386695470404131,60.0,tsiligirides_hop,3,60,0.2,2,"0,24,8,9,10,11,30,7,1,5,12,15,16,2,3,13,4,6,21,0",480.0,1.0,58.20964810782323,97.01608017970538,18,0,51.06382978723404,58.064516129032256,0.0,26.666666666666668,0.0,0.0,25.445386330908345,0.0,480.00048
2022-02-14-13-15-24,nonlinear_model,360.0,429.6176862716675,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-35-0.2-4.json,hop_tsiligirides-3-35-0.2-4,32,31,25,6,1190.0,38.38709677419355,26.8,86.66666666666667,0.072453048652391,9.386695470404131,35.0,tsiligirides_hop,3,35,0.2,4,"0,26,22,31,1,5,12,16,19,2,3,13,4,6,21,23,0",360.0,1.0,34.954127705685,99.86893630195716,15,0,30.252100840336134,48.38709677419355,0.0,24.0,0.0,0.0,15.98552352273055,0.0,360.00036
2022-02-14-12-46-38,nonlinear_model,18.6402032731,3610.4467511177054,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-75-0.4-2.json,hop_tsiligirides-1-75-0.4-2,31,30,18,12,400.0,13.333333333333334,9.444444444444445,19.166666666666668,0.075042274131897,8.435870126384714,75.0,tsiligirides_hop,1,75,0.4,2,"0,27,26,30,29,24,22,20,11,18,5,6,4,3,13,14,15,16,21,0",200.0,0.0932010163654217,74.96965222523906,99.95953630031876,18,2,50.0,60.0,11.11111111111111,10.0,20.0,0.0880936770291579,49.16583310334799,13.962438458598491,297.900157368
2022-02-14-12-06-30,nonlinear_model,215.92197407,144.81615209579468,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-25-0.3-5.json,hop_tsiligirides-2-25-0.3-5,20,19,14,5,830.0,43.68421052631579,25.357142857142858,95.0,0.0772418512289354,6.18210573440129,25.0,tsiligirides_hop,2,25,0.3,5,"0,6,5,3,2,1,11,10,13,9,12,0",295.0,0.7319388951513668,24.17362117987536,96.69448471950145,10,2,35.54216867469879,52.63157894736842,20.0,18.125,75.0,0.0705761074330201,13.885444360569949,2.416974059805893,215.922189992
2022-02-14-12-46-43,nonlinear_model,2.00744882089,3604.882322788239,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-80-0.3-4.json,hop_tsiligirides-1-80-0.3-4,31,30,21,9,495.0,16.5,10.238095238095235,31.11111111111111,0.0775371949513319,8.435870126384714,80.0,tsiligirides_hop,1,80,0.3,4,"0,27,30,25,22,24,23,20,11,10,8,1,3,17,0",210.0,0.0095592800994524,50.616455378138745,63.27056922267343,13,3,42.42424242424242,43.333333333333336,23.07692307692308,11.0,33.333333333333336,0.0717451060812316,27.925305327647948,25.289697819801106,404.250433665
2022-02-14-15-06-52,nonlinear_model,75.2488348242,3608.3729724884033,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.3-4.json,hop_tsiligirides-3-90-0.3-4,32,31,22,9,1460.0,47.096774193548384,26.363636363636363,97.77777777777776,0.0793895871163064,9.386695470404131,90.0,tsiligirides_hop,3,90,0.3,4,"0,22,2,12,15,20,16,19,14,11,18,9,26,21,6,4,23,0",820.0,0.0917668717368516,84.71304393553687,94.12560437281876,16,4,56.16438356164384,51.61290322580645,25.0,31.666666666666668,110.0,0.072631335359895,52.9766372162516,8.466599364219018,1149.58700572
2022-02-14-10-59-19,nonlinear_model,190.0,775.3559103012085,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.3-2.json,hop_tsiligirides-1-60-0.3-2,31,30,21,9,375.0,12.5,9.285714285714286,20.0,0.0754588599059475,8.435870126384714,60.0,tsiligirides_hop,1,60,0.3,2,"0,27,28,16,15,14,4,5,6,2,1,7,9,8,18,20,21,22,25,30,26,0",190.0,1.0,59.21843652426207,98.69739420710344,20,0,50.66666666666666,66.66666666666667,0.0,9.5,0.0,0.0,27.831410795798902,0.0,190.00019
2022-02-14-10-41-17,nonlinear_model,90.9570429422,45.61932945251465,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-20-0.1-5.json,hop_tsiligirides-1-20-0.1-5,31,30,27,3,425.0,14.166666666666666,9.25925925925926,58.333333333333336,0.0743224532708384,8.435870126384714,20.0,tsiligirides_hop,1,20,0.1,5,"0,18,19,20,25,30,26,27,0",105.0,0.8662575518301445,19.712273434187168,98.56136717093584,7,1,24.705882352941178,23.33333333333333,14.285714285714286,9.166666666666666,50.0,0.0802597529006701,11.099859925570025,1.7888543819998317,90.9571338993
2022-02-14-12-04-11,nonlinear_model,192.618464314,6.216965675354004,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-23-0.1-5.json,hop_tsiligirides-2-23-0.1-5,20,19,18,1,530.0,27.894736842105264,23.88888888888889,100.0,0.0594612886582767,6.18210573440129,23.0,tsiligirides_hop,2,23,0.1,5,"0,12,13,9,10,11,6,5,4,2,1,7,0",260.0,0.7408402473615316,21.92606500960051,95.3307174330457,11,1,49.0566037735849,57.89473684210526,9.090909090909092,16.0,100.0,0.0594612886582767,13.851696482534516,5.044799302251776,192.618656933
2022-02-14-14-42-43,nonlinear_model,41.1073633355,3602.0309059619904,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.4-5.json,hop_tsiligirides-3-65-0.4-5,32,31,19,12,1920.0,61.935483870967744,27.36842105263158,116.66666666666669,0.08493875365153,9.386695470404131,65.0,tsiligirides_hop,3,65,0.4,5,"0,23,21,9,17,18,28,11,30,7,1,5,12,16,3,13,26,22,0",800.0,0.0513842041693418,64.89733056713011,99.84204702635402,17,4,41.66666666666666,54.83870967741935,23.529411764705884,26.923076923076923,112.5,0.0761851722019141,31.60032592010062,10.17871417706887,1149.01428759
