run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_bound
2022-02-14-11-40-37,nonlinear_model,77.8581028172,3602.556479692459,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-30-0.3-3.json,hop_tsiligirides-1-30-0.3-3,31,30,21,9,485.0,16.166666666666668,8.80952380952381,33.333333333333336,0.0795305772639074,8.435870126384714,30.0,tsiligirides_hop,1,30,0.3,3,"0,5,6,1,7,9,11,19,30,25,26,0",115.0,0.6770269810193968,29.961893037533684,99.87297679177894,10,1,23.711340206185568,33.333333333333336,10.0,7.777777777777778,45.0,0.0648442532805077,15.594748421869356,6.015092060378195,128.001740425
2022-02-14-14-16-02,nonlinear_model,670.0,619.3226430416107,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.2-4.json,hop_tsiligirides-3-90-0.2-4,32,31,25,6,1190.0,38.38709677419355,26.8,86.66666666666667,0.068201759754863,9.386695470404131,90.0,tsiligirides_hop,3,90,0.2,4,"0,23,27,13,3,2,5,14,15,20,16,12,1,7,30,11,28,10,18,17,9,8,24,21,26,22,0",670.0,1.0,88.91063915452324,98.78959906058137,25,0,56.30252100840336,80.64516129032258,0.0,26.8,0.0,0.0,46.63258087986268,0.0,670.000670001
2022-02-14-11-42-06,nonlinear_model,200.0,2619.284329414368,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.2-2.json,hop_tsiligirides-1-70-0.2-2,31,30,24,6,360.0,12.0,8.75,25.0,0.0733003980851596,8.435870126384714,70.0,tsiligirides_hop,1,70,0.2,2,"0,27,16,28,29,30,25,26,19,18,20,21,22,23,10,9,8,7,1,12,5,6,3,17,0",200.0,1.0,69.76507194957713,99.6643884993959,23,0,55.55555555555556,76.66666666666667,0.0,8.695652173913043,0.0,0.0,35.15846701627133,0.0,200.0002
2022-02-14-11-46-35,nonlinear_model,153.865419705,5.095397233963013,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-15-0.2-4.json,hop_tsiligirides-2-15-0.2-4,20,19,16,3,690.0,36.31578947368421,23.125,106.66666666666669,0.0786098916753994,6.18210573440129,15.0,tsiligirides_hop,2,15,0.2,4,"0,6,11,7,8,9,13,12,0",190.0,0.8098179984472497,14.708909140901063,98.05939427267376,7,1,27.536231884057973,36.8421052631579,14.285714285714286,15.0,100.0,0.0816892818131777,7.999431093220757,2.5822940923926696,153.865573571
2022-02-14-11-01-58,nonlinear_model,98.7276864194,1285.0941853523254,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-25-0.3-5.json,hop_tsiligirides-1-25-0.3-5,31,30,21,9,625.0,20.83333333333333,9.523809523809524,47.22222222222222,0.0743420305899887,8.435870126384714,25.0,tsiligirides_hop,1,25,0.3,5,"0,18,8,11,19,25,30,26,27,0",110.0,0.8975244219947862,24.67416239200108,98.69664956800432,8,1,17.6,26.666666666666668,12.5,8.571428571428571,50.0,0.0604380931961612,12.533617560251653,1.7888543819998317,98.7277851472
2022-02-14-14-08-58,nonlinear_model,433.531603094,3606.932488679886,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-35-0.4-5.json,hop_tsiligirides-3-35-0.4-5,32,31,19,12,2200.0,70.96774193548387,23.68421052631579,145.83333333333334,0.0711636927439894,9.386695470404131,35.0,tsiligirides_hop,3,35,0.4,5,"0,23,26,22,1,5,12,16,19,2,3,13,27,4,21,0",540.0,0.8028363020265287,34.67798816019811,99.0799661719946,14,1,24.545454545454547,45.16129032258065,7.142857142857143,22.307692307692307,250.0,0.0977226948964262,18.803957046483188,2.2472205054244214,452.939474389
2022-02-14-12-43-37,nonlinear_model,259.126031579,271.3191993236542,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.4-4.json,hop_tsiligirides-2-32-0.4-4,20,19,12,7,1080.0,56.8421052631579,20.0,120.0,0.0810747768571031,6.18210573440129,32.0,tsiligirides_hop,2,32,0.4,4,"0,11,4,3,2,1,7,16,8,9,10,12,13,0",310.0,0.835890424448077,31.873166544161837,99.60364545050572,12,1,28.703703703703702,63.1578947368421,8.333333333333334,19.09090909090909,100.0,0.0725793397436062,15.944530128025834,2.469817807045694,259.126290705
2022-02-14-15-09-52,nonlinear_model,10.0,3605.563333511353,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-95-0.4-2.json,hop_tsiligirides-3-95-0.4-2,32,31,19,12,1150.0,37.096774193548384,23.68421052631579,58.333333333333336,0.0746417646427164,9.386695470404131,95.0,tsiligirides_hop,3,95,0.4,2,"0,23,0",10.0,1.0,1.131370849898472,1.190916684103655,1,0,0.8695652173913043,3.225806451612903,0.0,10.0,0.0,0.0,0.565685424949236,0.0,858.009276172
2022-02-14-10-43-16,nonlinear_model,185.0,145.1008846759796,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-50-0.1-3.json,hop_tsiligirides-1-50-0.1-3,31,30,27,3,335.0,11.166666666666666,9.62962962962963,25.0,0.0663668831025064,8.435870126384714,50.0,tsiligirides_hop,1,50,0.1,3,"0,18,19,26,30,25,24,23,22,21,20,11,10,9,8,7,1,2,6,17,27,0",185.0,1.0,49.7849154048732,99.5698308097464,20,0,55.223880597014926,66.66666666666667,0.0,9.25,0.0,0.0,25.544785587569457,0.0,185.000185
2022-02-14-12-39-40,nonlinear_model,285.0,64.05768132209778,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.4-2.json,hop_tsiligirides-2-38-0.4-2,20,19,12,7,600.0,31.57894736842105,25.0,42.85714285714285,0.0717058971202838,6.18210573440129,38.0,tsiligirides_hop,2,38,0.4,2,"0,11,1,2,18,15,14,16,7,8,13,12,0",285.0,1.0,37.652750652850585,99.08618592855416,11,0,47.5,57.89473684210526,0.0,25.90909090909091,0.0,0.0,17.177064324621895,0.0,285.000285
2022-02-14-15-06-50,nonlinear_model,23.5085997925,3605.977529525757,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.3-5.json,hop_tsiligirides-3-90-0.3-5,32,31,22,9,1880.0,60.64516129032258,24.09090909090909,150.0,0.0747723292319908,9.386695470404131,90.0,tsiligirides_hop,3,90,0.3,5,"0,23,21,29,10,9,17,30,7,28,25,31,12,15,14,16,19,3,13,26,24,22,0",980.0,0.0239883671351652,88.06197081551154,97.84663423945727,21,4,52.12765957446808,67.74193548387096,19.047619047619047,25.294117647058822,137.5,0.0734114253357742,47.26397623693839,13.21910151388235,1220.18464465
2022-02-14-13-05-39,nonlinear_model,319.356684433,296.21187448501587,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-30-0.1-5.json,hop_tsiligirides-3-30-0.1-5,32,31,28,3,1000.0,32.25806451612903,26.785714285714285,83.33333333333333,0.0803351722132667,9.386695470404131,30.0,tsiligirides_hop,3,30,0.1,5,"0,21,6,4,19,16,12,2,3,27,13,26,23,0",470.0,0.6794823073038304,29.6837494954517,98.94583165150566,12,2,47.0,38.70967741935484,16.666666666666668,27.0,100.0,0.0869954658162149,14.409805803042792,2.4684653222525026,319.35700379
2022-02-14-12-48-39,nonlinear_model,170.0,0.5243120193481445,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.1-2.json,hop_tsiligirides-3-15-0.1-2,32,31,28,3,890.0,28.70967741935484,25.357142857142858,60.0,0.0669345615788563,9.386695470404131,15.0,tsiligirides_hop,3,15,0.1,2,"0,23,21,6,4,27,13,3,26,0",170.0,1.0,14.78480442802043,98.56536285346952,8,0,19.10112359550562,25.806451612903224,0.0,21.25,0.0,0.0,8.072687014225167,0.0,170.0
2022-02-14-13-43-55,nonlinear_model,284.431320538,2625.858973741532,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-30-0.3-5.json,hop_tsiligirides-3-30-0.3-5,32,31,22,9,1720.0,55.483870967741936,25.90909090909091,127.77777777777776,0.0724570568225983,9.386695470404131,30.0,tsiligirides_hop,3,30,0.3,5,"0,21,4,27,13,3,2,12,16,19,26,23,0",530.0,0.5366628689401615,29.09721486679123,96.99071622263745,11,2,30.813953488372093,35.483870967741936,18.181818181818183,25.55555555555556,150.0,0.0617342767938821,17.401432441798047,4.613736958585649,284.43160497
2022-02-14-12-05-15,nonlinear_model,195.273384293,69.99294638633728,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-27-0.3-2.json,hop_tsiligirides-2-27-0.3-2,20,19,14,5,560.0,29.473684210526315,24.285714285714285,44.0,0.0774249471840054,6.18210573440129,27.0,tsiligirides_hop,2,27,0.3,2,"0,6,5,1,16,15,14,8,9,10,0",225.0,0.8678817079668057,26.96828236852032,99.882527290816,9,1,40.17857142857143,47.36842105263158,11.11111111111111,24.375,30.0,0.0754192227528261,14.80548835604266,1.878829422805594,195.273579566
2022-02-14-11-34-58,nonlinear_model,245.0,643.4552330970764,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-75-0.1-4.json,hop_tsiligirides-1-75-0.1-4,31,30,27,3,375.0,12.5,9.444444444444445,40.0,0.0697609010529202,8.435870126384714,75.0,tsiligirides_hop,1,75,0.1,4,"0,26,30,29,24,23,22,25,19,18,8,10,9,7,1,2,6,5,4,3,13,14,15,16,28,27,0",245.0,1.0,74.99806488858994,99.99741985145324,25,0,65.33333333333333,83.33333333333333,0.0,9.8,0.0,0.0,37.423730667994434,0.0,245.000245
2022-02-14-11-47-27,nonlinear_model,21.2906603354,3602.587869644165,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.3-5.json,hop_tsiligirides-1-60-0.3-5,31,30,21,9,645.0,21.5,9.285714285714286,50.0,0.0794649997126586,8.435870126384714,60.0,tsiligirides_hop,1,60,0.3,5,"0,26,30,19,22,24,23,21,11,6,1,14,16,0",165.0,0.1290343050630082,59.14643790652409,98.57739651087348,12,1,25.58139534883721,40.0,8.333333333333334,10.454545454545457,50.0,0.0962166064713943,35.96355739696132,21.281949700248077,386.044153379
2022-02-14-13-00-14,nonlinear_model,167.871506259,5.22097635269165,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.2-5.json,hop_tsiligirides-3-15-0.2-5,32,31,25,6,1360.0,43.87096774193548,26.4,116.66666666666669,0.0834454665439505,9.386695470404131,15.0,tsiligirides_hop,3,15,0.2,5,"0,22,3,13,27,4,6,21,23,0",250.0,0.6714860250361094,14.744052404455983,98.29368269637322,8,1,18.38235294117647,25.806451612903224,12.5,21.428571428571427,100.0,0.0940304850642734,7.126669406533428,4.235456985308458,167.871674131
2022-02-14-11-40-37,nonlinear_model,63.0394249724,3602.351173639297,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.4-3.json,hop_tsiligirides-1-35-0.4-3,31,30,18,12,555.0,18.5,8.333333333333334,33.75,0.0716185570275374,8.435870126384714,35.0,tsiligirides_hop,1,35,0.4,3,"0,27,30,22,21,8,7,9,10,11,0",100.0,0.6303942497238461,34.087781611909726,97.3936617483135,9,1,18.01801801801802,30.0,11.11111111111111,8.75,30.0,0.073156763443576,17.965064707470233,6.307138812488592,225.021079484
2022-02-14-11-54-04,nonlinear_model,5.0,3606.26476264,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-65-0.3-4.json,hop_tsiligirides-1-65-0.3-4,31,30,21,9,525.0,17.5,9.761904761904765,35.55555555555556,0.077744985864081,8.435870126384714,65.0,tsiligirides_hop,1,65,0.3,4,"0,12,0",5.0,1.0,7.810249675906656,12.015768732164084,1,0,0.9523809523809524,3.333333333333333,0.0,5.0,0.0,0.0,3.905124837953328,0.0,353.552110807
2022-02-14-12-39-45,nonlinear_model,290.0,15.66118836402893,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.1-2.json,hop_tsiligirides-2-32-0.1-2,20,19,18,1,470.0,24.73684210526316,23.88888888888889,40.0,0.0950602114741748,6.18210573440129,32.0,tsiligirides_hop,2,32,0.1,2,"0,11,6,5,4,1,7,16,15,14,8,9,10,13,12,0",290.0,1.0,31.96252178163485,99.88288056760892,14,0,61.70212765957447,73.6842105263158,0.0,20.714285714285715,0.0,0.0,16.627681425224495,0.0,290.00029
2022-02-14-12-02-30,nonlinear_model,0.406691665664,3602.6026458740234,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.4-5.json,hop_tsiligirides-1-70-0.4-5,31,30,18,12,745.0,24.83333333333333,9.444444444444445,47.91666666666666,0.0754047113310879,8.435870126384714,70.0,tsiligirides_hop,1,70,0.4,5,"0,27,16,28,17,14,13,3,2,12,6,5,7,8,11,20,18,26,0",340.0,0.0011961519578357,60.16534998667496,85.95049998096422,17,6,45.63758389261745,56.66666666666666,35.294117647058826,8.181818181818182,41.66666666666666,0.0699505510546503,33.843375488978126,16.60590817783044,547.45784901
2022-02-14-12-01-35,nonlinear_model,200.0,901.2955045700072,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.3-2.json,hop_tsiligirides-1-85-0.3-2,31,30,21,9,370.0,12.333333333333334,9.523809523809524,18.88888888888889,0.0691107986992907,8.435870126384714,85.0,tsiligirides_hop,1,85,0.3,2,"0,13,14,15,28,27,17,3,4,7,8,9,10,11,26,24,22,20,25,19,18,12,0",200.0,1.0,84.99115076645222,99.98958913700262,21,0,54.054054054054056,70.0,0.0,9.523809523809524,0.0,0.0,37.3919828939949,0.0,200.0002
2022-02-14-12-04-45,nonlinear_model,177.146151652,23.31851291656494,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-20-0.2-4.json,hop_tsiligirides-2-20-0.2-4,20,19,16,3,600.0,31.57894736842105,25.0,66.66666666666667,0.0672339881769477,6.18210573440129,20.0,tsiligirides_hop,2,20,0.2,4,"0,13,12,11,10,9,7,2,4,5,6,0",190.0,0.932348166587392,19.98860997278052,99.9430498639026,10,1,31.666666666666668,52.63157894736842,10.0,16.666666666666668,40.0,0.053257241703814,10.72087821876016,1.3152946437965911,177.146328798
2022-02-14-11-46-26,nonlinear_model,53.442479408,3602.024178981781,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.2-5.json,hop_tsiligirides-1-60-0.2-5,31,30,24,6,545.0,18.166666666666668,9.166666666666666,54.16666666666666,0.0814498519395669,8.435870126384714,60.0,tsiligirides_hop,1,60,0.2,5,"0,19,18,25,30,29,24,23,22,21,11,10,9,8,7,1,2,16,0",205.0,0.2606950215023402,59.19141396286186,98.65235660476976,17,1,37.61467889908257,56.66666666666666,5.882352941176471,9.6875,50.0,0.0826964915169712,33.8227113320047,16.257086972099355,360.008890527
2022-02-14-12-46-31,nonlinear_model,8.7403099596,3602.425899744034,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.3-4.json,hop_tsiligirides-1-85-0.3-4,31,30,21,9,570.0,19.0,9.047619047619047,42.22222222222222,0.0676362813125729,8.435870126384714,85.0,tsiligirides_hop,1,85,0.3,4,"0,4,6,2,5,18,20,19,26,21,25,29,24,22,23,1,7,8,10,9,11,27,0",300.0,0.0291343665319968,81.4215454826098,95.79005350895272,21,3,52.63157894736842,70.0,14.285714285714286,8.88888888888889,46.66666666666666,0.0576354171871855,44.72534191743024,18.867920563360297,403.376501784
2022-02-14-11-46-31,nonlinear_model,175.0,0.8546180725097656,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-20-0.1-3.json,hop_tsiligirides-2-20-0.1-3,20,19,18,1,480.0,25.26315789473684,24.166666666666668,45.0,0.0998012049846606,6.18210573440129,20.0,tsiligirides_hop,2,20,0.1,3,"0,11,6,5,2,1,7,8,9,10,13,0",175.0,1.0,19.963297830238712,99.81648915119357,10,0,36.458333333333336,52.63157894736842,0.0,17.5,0.0,0.0,10.768907844825993,0.0,175.000175
2022-02-14-14-49-43,nonlinear_model,39.3537326801,3601.7891869544983,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-75-0.3-4.json,hop_tsiligirides-3-75-0.3-4,32,31,22,9,1370.0,44.193548387096776,27.727272727272727,84.44444444444444,0.0759180868332363,9.386695470404131,75.0,tsiligirides_hop,3,75,0.3,4,"0,21,5,1,24,8,9,17,18,10,26,3,19,13,23,0",750.0,0.0524716435734471,73.99175136441053,98.65566848588072,14,4,54.74452554744526,45.16129032258065,28.571428571428573,27.0,120.0,0.0723637325024158,44.05635032530412,10.133895263808428,931.056439092
2022-02-14-10-46-12,nonlinear_model,125.0,337.46072936058044,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.1-3.json,hop_tsiligirides-1-35-0.1-3,31,30,27,3,325.0,10.833333333333334,9.814814814814817,20.0,0.0793910124331734,8.435870126384714,35.0,tsiligirides_hop,1,35,0.1,3,"0,27,26,30,25,24,22,21,11,10,9,7,8,12,0",125.0,1.0,34.41164633887647,98.31898953964706,13,0,38.46153846153846,43.333333333333336,0.0,9.615384615384617,0.0,0.0,17.146742004406967,0.0,125.000125
2022-02-14-11-46-26,nonlinear_model,10.5767646197,3602.4538745880127,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.3-3.json,hop_tsiligirides-1-60-0.3-3,31,30,21,9,445.0,14.833333333333334,9.761904761904765,26.666666666666668,0.0704692780361445,8.435870126384714,60.0,tsiligirides_hop,1,60,0.3,3,"0,26,22,23,24,21,20,11,10,7,1,14,15,17,0",200.0,0.0528838230986314,56.42024292811089,94.03373821351812,13,3,44.943820224719104,43.333333333333336,23.07692307692308,11.0,30.0,0.0700299252468951,35.39789860684171,14.40974573481294,293.353800243
2022-02-14-12-49-43,nonlinear_model,740.0,50.52970004081726,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.1-3.json,hop_tsiligirides-3-100-0.1-3,32,31,28,3,920.0,29.677419354838708,26.428571428571427,60.0,0.079657284915271,9.386695470404131,100.0,tsiligirides_hop,3,100,0.1,3,"0,21,24,8,9,17,18,10,29,25,11,30,7,1,14,20,15,16,19,12,5,31,22,26,13,27,4,6,23,0",740.0,1.0,99.69517243413502,99.69517243413502,28,0,80.43478260869566,90.3225806451613,0.0,26.428571428571427,0.0,0.0,42.75688166169373,0.0,740.000740001
2022-02-14-11-46-37,nonlinear_model,110.605125412,6.10243558883667,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-15-0.4-2.json,hop_tsiligirides-2-15-0.4-2,20,19,12,7,615.0,32.36842105263158,23.75,47.142857142857146,0.0740732437491861,6.18210573440129,15.0,tsiligirides_hop,2,15,0.4,2,"0,12,13,8,7,9,10,0",125.0,0.8848410032996159,14.77448350116222,98.4965566744148,6,1,20.32520325203252,31.57894736842105,16.666666666666668,19.0,30.0,0.0651189011189657,8.565439207055253,1.878829422805594,110.605236018
2022-02-14-13-50-01,nonlinear_model,480.0,1811.6178953647611,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-50-0.2-4.json,hop_tsiligirides-3-50-0.2-4,32,31,25,6,1250.0,40.32258064516129,26.0,100.0,0.0695511917203256,9.386695470404131,50.0,tsiligirides_hop,3,50,0.2,4,"0,25,28,11,30,7,2,12,14,15,16,19,3,27,13,4,6,21,23,0",480.0,1.0,49.530156233626926,99.06031246725384,18,0,38.4,58.064516129032256,0.0,26.666666666666668,0.0,0.0,20.715695895739177,0.0,480.00048
2022-02-14-12-09-33,nonlinear_model,21.5579912467,3606.6289806365967,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.3-2.json,hop_tsiligirides-1-73-0.3-2,31,30,21,9,380.0,12.666666666666666,9.047619047619047,21.11111111111111,0.0803823551683899,8.435870126384714,73.0,tsiligirides_hop,1,73,0.3,2,"0,17,3,4,5,2,6,12,8,7,9,10,11,18,30,25,22,21,16,15,27,0",185.0,0.1165296824148222,72.78556439617331,99.7062525974977,20,1,48.68421052631579,66.66666666666667,5.0,8.68421052631579,20.0,0.0774924664657791,42.95423983546033,27.73959007616787,266.612201651
2022-02-14-14-14-33,nonlinear_model,650.0,1010.5511918067932,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-85-0.2-2.json,hop_tsiligirides-3-85-0.2-2,32,31,25,6,920.0,29.677419354838708,27.2,40.0,0.0689930876280393,9.386695470404131,85.0,tsiligirides_hop,3,85,0.2,2,"0,23,21,6,4,27,13,3,19,16,20,15,14,12,7,30,11,10,18,9,8,29,25,31,0",650.0,1.0,84.33302970661606,99.21532906660713,23,0,70.65217391304348,74.19354838709677,0.0,28.26086956521739,0.0,0.0,49.46403947081745,0.0,650.000650001
2022-02-14-11-42-55,nonlinear_model,35.7378846254,3602.899387121201,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.3-2.json,hop_tsiligirides-1-55-0.3-2,31,30,21,9,365.0,12.166666666666666,9.761904761904765,17.77777777777778,0.0744366635315015,8.435870126384714,55.0,tsiligirides_hop,1,55,0.3,2,"0,17,15,14,3,19,26,25,24,22,21,20,18,0",150.0,0.2382525641690175,51.45007595163388,93.54559263933432,12,2,41.0958904109589,40.0,16.666666666666668,10.0,25.0,0.0649018295386879,23.34850503290324,11.322113118582564,243.220225118
2022-02-14-12-00-05,nonlinear_model,235.0,811.6284506320953,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.2-2.json,hop_tsiligirides-1-85-0.2-2,31,30,24,6,335.0,11.166666666666666,9.791666666666666,16.666666666666668,0.0860042694389124,8.435870126384714,85.0,tsiligirides_hop,1,85,0.2,2,"0,26,25,24,22,23,8,7,10,9,11,20,18,12,1,2,6,4,13,15,14,16,28,27,17,0",235.0,1.0,84.49618258123633,99.4072736249839,24,0,70.14925373134328,80.0,0.0,9.791666666666666,0.0,0.0,42.921617759826006,0.0,235.000235
2022-02-14-13-26-22,nonlinear_model,630.0,2230.039624452591,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.2-4.json,hop_tsiligirides-3-105-0.2-4,32,31,25,6,1310.0,42.25806451612903,25.2,113.33333333333331,0.0783727675656307,9.386695470404131,105.0,tsiligirides_hop,3,105,0.2,4,"0,21,6,4,13,27,3,12,15,19,20,2,5,30,31,25,28,11,18,17,9,8,24,22,26,23,0",630.0,1.0,103.23155830617522,98.31576981540496,25,0,48.09160305343512,80.64516129032258,0.0,25.2,0.0,0.0,53.029484752600766,0.0,630.000630001
2022-02-14-11-43-24,nonlinear_model,59.0695914339,3601.6339769363403,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.4-3.json,hop_tsiligirides-1-55-0.4-3,31,30,18,12,505.0,16.833333333333332,9.72222222222222,27.5,0.0725670867651721,8.435870126384714,55.0,tsiligirides_hop,1,55,0.4,3,"0,29,26,30,25,22,24,19,20,11,10,9,7,1,4,17,27,0",205.0,0.2881443484581758,52.94453488031298,96.26279069147814,16,3,40.59405940594059,53.333333333333336,18.75,10.0,25.0,0.0603889023579026,28.40800498416069,6.991022967607651,305.891293091
2022-02-14-15-09-17,nonlinear_model,118.497392839,3602.499183654785,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-95-0.3-4.json,hop_tsiligirides-3-95-0.3-4,32,31,22,9,1610.0,51.935483870967744,24.09090909090909,120.0,0.0726241883774737,9.386695470404131,95.0,tsiligirides_hop,3,95,0.3,4,"0,31,3,27,4,26,6,21,24,8,9,29,25,11,7,1,5,2,19,12,15,20,16,14,22,0",850.0,0.1394086974572911,94.507224632621,99.48128908696944,24,2,52.79503105590062,77.41935483870968,8.333333333333334,24.09090909090909,160.0,0.0709980350871238,55.76702411864933,14.37204350182558,997.198681146
2022-02-14-15-07-52,nonlinear_model,16.1178550122,3608.5352807044974,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.4-2.json,hop_tsiligirides-3-90-0.4-2,32,31,19,12,1130.0,36.45161290322581,24.73684210526316,55.0,0.0753595351749775,9.386695470404131,90.0,tsiligirides_hop,3,90,0.4,2,"0,23,21,26,22,4,27,13,2,19,15,14,5,25,8,9,28,30,11,16,3,0",600.0,0.026863091687065,88.53898582927634,98.37665092141816,20,3,53.09734513274336,64.51612903225806,15.0,24.705882352941178,60.0,0.0912978393765811,63.47678161758166,13.177293829806995,812.332414881
