run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_type,lift_mtz,add_vi1,add_vi2,add_vi3,add_vi4,integer_model,has_feasible_solution,original_obj,obj_bound
2022-08-23-13-44-56,nonlinear_model_with_vi1_liftMTZ,64.4159491685,58.268500328063965,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-20-0.4-4.json,hop_tsiligirides-1-20-0.4-4,31,30,18,12,630.0,21.0,9.444444444444445,38.333333333333336,0.0693996649903919,8.435870126384714,20.0,tsiligirides_hop,1,20,0.4,4,"0,18,19,25,30,26,27,17,0",75.0,0.858879322247077,19.916480406579524,99.58240203289762,7,1,11.904761904761903,23.33333333333333,14.285714285714286,9.166666666666666,20.0,0.0593503380563194,11.858040594227184,2.56320112359526,original,True,True,False,False,False,True,True,64.41594916853077,64.4160135845
2022-08-23-14-23-33,nonlinear_model_with_vi1_liftMTZ,390.0,9.781923055648804,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-45-0.2-4.json,hop_tsiligirides-2-45-0.2-4,20,19,16,3,630.0,33.1578947368421,24.375,80.0,0.0862140121697768,6.18210573440129,45.0,tsiligirides_hop,2,45,0.2,4,"0,5,4,2,3,19,18,17,16,14,8,7,1,9,10,13,12,0",390.0,1.0,44.58075726533761,99.06834947852802,16,0,61.90476190476191,84.21052631578948,0.0,24.375,0.0,0.0,21.01298011971194,0.0,original,True,True,False,False,False,True,True,390.0,390.00039
2022-08-23-14-48-54,nonlinear_model_with_vi1_liftMTZ,165.0,3608.2849431037903,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.4-3.json,hop_tsiligirides-1-60-0.4-3,31,30,18,12,525.0,17.5,9.166666666666666,30.0,0.0788913631050902,8.435870126384714,60.0,tsiligirides_hop,1,60,0.4,3,"0,27,16,14,3,2,6,5,12,1,7,9,10,23,24,21,20,19,18,0",165.0,1.0,59.72193334795946,99.53655557993244,18,0,31.428571428571427,60.0,0.0,9.166666666666666,0.0,0.0,28.443710907928985,0.0,original,True,True,False,False,False,True,True,165.0,275.345836614
2022-08-23-15-07-04,nonlinear_model_with_vi1_liftMTZ,630.0,343.9030919075012,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-85-0.2-3.json,hop_tsiligirides-3-85-0.2-3,32,31,25,6,1080.0,34.83870967741935,26.4,70.0,0.0700663905762041,9.386695470404131,85.0,tsiligirides_hop,3,85,0.2,3,"0,23,21,6,4,27,13,3,19,20,14,12,2,5,1,31,25,28,11,10,18,17,9,8,0",630.0,1.0,84.33233586277639,99.21451277973692,23,0,58.333333333333336,74.19354838709677,0.0,27.39130434782609,0.0,0.0,50.41313518006389,0.0,original,True,True,False,False,False,True,True,630.0,630.000630001
2022-08-23-14-28-46,nonlinear_model_with_vi1_liftMTZ,181.376828676,22.59350800514221,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-20-0.2-3.json,hop_tsiligirides-3-20-0.2-3,32,31,25,6,1040.0,33.54838709677419,27.2,60.0,0.0769133009489653,9.386695470404131,20.0,tsiligirides_hop,3,20,0.2,3,"0,23,21,26,13,27,19,3,22,0",210.0,0.8636991841713374,19.84247332330416,99.2123666165208,8,1,20.192307692307693,25.806451612903224,12.5,25.714285714285715,30.0,0.0985672404460583,12.864262150044484,1.4866068747318515,original,True,True,False,False,False,True,True,181.37682867598085,181.377010053
2022-08-23-15-15-23,nonlinear_model_with_vi1_liftMTZ,389.242258541,1861.4296388626096,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-40-0.4-4.json,hop_tsiligirides-3-40-0.4-4,32,31,19,12,1640.0,52.903225806451616,27.36842105263158,93.33333333333331,0.081536797039401,9.386695470404131,40.0,tsiligirides_hop,3,40,0.4,4,"0,22,13,3,19,12,14,5,25,26,4,6,21,23,0",500.0,0.7784845170822601,39.928511973082735,99.82127993270684,13,2,30.48780487804878,41.935483870967744,15.384615384615383,23.63636363636364,120.0,0.0798882446588036,22.32863955549591,1.415685424949236,original,True,True,False,False,False,True,True,389.24225854113,389.242647784
2022-08-23-13-46-39,nonlinear_model_with_vi1_liftMTZ,75.0,160.8841598033905,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-25-0.1-2.json,hop_tsiligirides-1-25-0.1-2,31,30,27,3,315.0,10.5,9.444444444444445,20.0,0.059505133218106,8.435870126384714,25.0,tsiligirides_hop,1,25,0.1,2,"0,8,9,10,11,20,18,19,26,27,0",75.0,1.0,24.781275659815517,99.12510263926204,9,0,23.80952380952381,30.0,0.0,8.333333333333334,0.0,0.0,11.325091665627545,0.0,original,True,True,False,False,False,True,True,75.0,75.0000750001
2022-08-23-13-54-32,nonlinear_model_with_vi1_liftMTZ,95.0,631.7566821575165,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-30-0.1-4.json,hop_tsiligirides-1-30-0.1-4,31,30,27,3,375.0,12.5,9.444444444444445,40.0,0.0773838477213227,8.435870126384714,30.0,tsiligirides_hop,1,30,0.1,4,"0,18,11,20,21,22,23,24,30,26,0",95.0,1.0,29.089051720157546,96.96350573385848,9,0,25.33333333333333,30.0,0.0,10.555555555555555,0.0,0.0,15.517155443002135,0.0,original,True,True,False,False,False,True,True,95.0,95.0000950001
2022-08-23-14-44-21,nonlinear_model_with_vi1_liftMTZ,54.657136258,3611.3606882095337,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.3-4.json,hop_tsiligirides-1-40-0.3-4,31,30,21,9,555.0,18.5,9.285714285714286,40.0,0.0701801462842846,8.435870126384714,40.0,tsiligirides_hop,1,40,0.3,4,"0,12,5,4,3,6,18,20,11,25,30,26,0",200.0,0.273285681290225,37.26981991091242,93.17454977728104,11,3,36.03603603603604,36.66666666666666,27.272727272727277,7.5,46.66666666666666,0.0581378296714203,22.31320608846832,7.561466307489856,original,True,True,False,False,False,True,True,54.657136258045,272.683057633
2022-08-23-14-15-49,nonlinear_model_with_vi1_liftMTZ,275.0,2.054401159286499,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.1-3.json,hop_tsiligirides-2-30-0.1-3,20,19,18,1,510.0,26.84210526315789,23.33333333333333,90.0,0.0900835366915459,6.18210573440129,30.0,tsiligirides_hop,2,30,0.1,3,"0,11,10,9,8,14,15,16,7,1,2,4,5,6,0",275.0,1.0,29.66886542700031,98.89621809000104,13,0,53.92156862745098,68.42105263157895,0.0,21.153846153846157,0.0,0.0,14.244012127935898,0.0,original,True,True,False,False,False,True,True,275.0,275.000275
2022-08-23-14-12-30,nonlinear_model_with_vi1_liftMTZ,175.0,8.393211603164673,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-23-0.2-2.json,hop_tsiligirides-2-23-0.2-2,20,19,16,3,495.0,26.05263157894737,25.3125,30.0,0.0740475071990773,6.18210573440129,23.0,tsiligirides_hop,2,23,0.2,2,"0,5,3,2,1,7,9,10,13,12,0",175.0,1.0,22.70335649640534,98.71024563654495,9,0,35.35353535353536,47.36842105263158,0.0,19.444444444444443,0.0,0.0,9.158916871653627,0.0,original,True,True,False,False,False,True,True,175.0,175.000175
2022-08-23-14-46-45,nonlinear_model_with_vi1_liftMTZ,545.474461717,143.80422043800354,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.1-5.json,hop_tsiligirides-3-45-0.1-5,32,31,28,3,1080.0,34.83870967741935,26.071428571428573,116.66666666666669,0.0803580196768077,9.386695470404131,45.0,tsiligirides_hop,3,45,0.1,5,"0,23,26,22,7,1,5,12,14,15,16,19,2,3,13,27,4,6,21,0",660.0,0.8264764571472124,44.91487412281904,99.81083138404232,18,1,61.11111111111112,58.064516129032256,5.555555555555555,24.11764705882353,250.0,0.0848086988646967,22.82217336428684,2.2472205054244214,original,True,True,False,False,False,True,True,545.4744617171602,545.475007192
2022-08-23-14-20-37,nonlinear_model_with_vi1_liftMTZ,355.0,14.189818620681764,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.1-4.json,hop_tsiligirides-2-38-0.1-4,20,19,18,1,510.0,26.84210526315789,23.88888888888889,80.0,0.064634272804813,6.18210573440129,38.0,tsiligirides_hop,2,38,0.1,4,"0,6,5,4,2,3,19,18,17,15,14,16,7,10,11,0",355.0,1.0,37.94475236013021,99.85461147402688,14,0,69.6078431372549,73.6842105263158,0.0,25.357142857142858,0.0,0.0,19.97907230740932,0.0,original,True,True,False,False,False,True,True,355.0,355.000355
2022-08-23-13-54-02,nonlinear_model_with_vi1_liftMTZ,226.143894202,15.573106288909912,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.2-4.json,hop_tsiligirides-1-70-0.2-4,31,30,24,6,465.0,15.5,9.375,40.0,0.0787216438516151,8.435870126384714,70.0,tsiligirides_hop,1,70,0.2,4,"0,16,15,14,13,3,4,5,6,12,8,7,9,10,11,20,21,22,24,25,30,29,26,19,18,27,0",265.0,0.8533731856683798,69.23891760892074,98.91273944131537,25,1,56.98924731182796,83.33333333333333,4.0,9.375,40.0,0.088636800685112,32.761457074498935,1.7888543819998317,original,True,True,False,False,False,True,True,226.14389420212063,226.144120346
2022-08-23-14-23-23,nonlinear_model_with_vi1_liftMTZ,350.0,29.627911806106567,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-45-0.2-3.json,hop_tsiligirides-2-45-0.2-3,20,19,16,3,650.0,34.21052631578947,21.875,100.0,0.0732435161464055,6.18210573440129,45.0,tsiligirides_hop,2,45,0.2,3,"0,6,11,10,12,13,9,8,7,16,14,18,3,2,1,4,5,0",350.0,1.0,44.452198175945874,98.78266261321306,16,0,53.84615384615385,84.21052631578948,0.0,21.875,0.0,0.0,25.667540701743647,0.0,original,True,True,False,False,False,True,True,350.0,350.00035
2022-08-23-14-35-49,nonlinear_model_with_vi1_liftMTZ,358.617789684,294.0061848163605,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-25-0.4-5.json,hop_tsiligirides-3-25-0.4-5,32,31,19,12,1920.0,61.935483870967744,27.36842105263158,116.66666666666669,0.0817442460008544,9.386695470404131,25.0,tsiligirides_hop,3,25,0.4,5,"0,23,2,12,19,13,4,6,21,0",430.0,0.8339948597305387,24.947574432531013,99.79029773012404,8,1,22.39583333333333,25.806451612903224,12.5,25.714285714285715,250.0,0.0807789175992497,12.80359240764516,2.2472205054244214,original,True,True,False,False,False,True,True,358.61778968413165,358.618148302
2022-08-23-14-21-03,nonlinear_model_with_vi1_liftMTZ,335.0,28.046690464019772,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.3-2.json,hop_tsiligirides-2-38-0.3-2,20,19,14,5,535.0,28.157894736842103,26.071428571428573,34.0,0.0659523206503298,6.18210573440129,38.0,tsiligirides_hop,2,38,0.3,2,"0,6,2,3,19,18,17,15,14,16,7,9,10,0",335.0,1.0,37.62467596888728,99.0123051812823,12,0,62.61682242990654,63.1578947368421,0.0,27.916666666666668,0.0,0.0,17.899818658488837,0.0,original,True,True,False,False,False,True,True,335.0,335.000335
2022-08-23-13-47-18,nonlinear_model_with_vi1_liftMTZ,185.0,189.4701075553894,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-50-0.1-3.json,hop_tsiligirides-1-50-0.1-3,31,30,27,3,335.0,11.166666666666666,9.62962962962963,25.0,0.0663668831025064,8.435870126384714,50.0,tsiligirides_hop,1,50,0.1,3,"0,18,19,26,30,25,24,23,22,21,20,11,10,9,8,7,1,2,6,17,27,0",185.0,1.0,49.7849154048732,99.5698308097464,20,0,55.223880597014926,66.66666666666667,0.0,9.25,0.0,0.0,25.544785587569457,0.0,original,True,True,False,False,False,True,True,185.0,185.000185
2022-08-23-14-45-06,nonlinear_model_with_vi1_liftMTZ,450.0,44.89193630218506,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.1-2.json,hop_tsiligirides-3-45-0.1-2,32,31,28,3,860.0,27.741935483870968,26.428571428571427,40.0,0.0688347117174351,9.386695470404131,45.0,tsiligirides_hop,3,45,0.1,2,"0,26,22,31,7,1,5,2,12,14,15,16,19,27,13,4,6,21,23,0",450.0,1.0,43.844280892087696,97.43173531575044,18,0,52.325581395348834,58.064516129032256,0.0,25.0,0.0,0.0,20.709036260948366,0.0,original,True,True,False,False,False,True,True,450.0,450.00045
2022-08-23-14-18-20,nonlinear_model_with_vi1_liftMTZ,239.766079176,118.44981694221497,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.3-4.json,hop_tsiligirides-2-30-0.3-4,20,19,14,5,810.0,42.63157894736842,23.571428571428573,96.0,0.082168090406669,6.18210573440129,30.0,tsiligirides_hop,2,30,0.3,4,"0,11,6,5,4,7,16,14,8,9,13,12,0",290.0,0.8267795833662845,29.322930457807477,97.74310152602492,11,1,35.80246913580247,57.89473684210526,9.090909090909092,19.0,100.0,0.0736620765224764,16.73429074105608,2.5822940923926696,original,True,True,False,False,False,True,True,239.7660791762225,239.766318943
2022-08-23-14-31-03,nonlinear_model_with_vi1_liftMTZ,265.391335991,75.99421668052673,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-25-0.2-4.json,hop_tsiligirides-3-25-0.2-4,32,31,25,6,1190.0,38.38709677419355,26.8,86.66666666666667,0.0703196060133251,9.386695470404131,25.0,tsiligirides_hop,3,25,0.2,4,"0,22,26,3,2,19,27,13,4,6,21,23,0",280.0,0.9478261999679316,24.20142177279596,96.80568709118384,11,1,23.529411764705884,35.483870967741936,9.090909090909092,24.0,40.0,0.094724248740721,12.324695639245284,0.565685424949236,original,True,True,False,False,False,True,True,265.39133599102087,265.391601383
2022-08-23-13-44-04,nonlinear_model_with_vi1_liftMTZ,46.3948014687,5.90793514251709,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-15-0.4-5.json,hop_tsiligirides-1-15-0.4-5,31,30,18,12,745.0,24.83333333333333,9.444444444444445,47.91666666666666,0.0833495038777765,8.435870126384714,15.0,tsiligirides_hop,1,15,0.4,5,"0,11,20,18,0",85.0,0.5458211937499983,13.841987321911784,92.27991547941188,3,2,11.409395973154362,10.0,66.66666666666667,10.0,37.5,0.0687901222940338,7.534848509423192,4.648620892606439,original,True,True,False,False,False,True,True,46.394801468749854,46.3948478636
2022-08-23-14-14-26,nonlinear_model_with_vi1_liftMTZ,168.173082937,38.39151310920715,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-25-0.4-2.json,hop_tsiligirides-2-25-0.4-2,20,19,12,7,605.0,31.84210526315789,24.58333333333333,44.285714285714285,0.0651105453075855,6.18210573440129,25.0,tsiligirides_hop,2,25,0.4,2,"0,6,4,2,3,1,7,8,12,13,0",195.0,0.8624260663437576,24.31499159971113,97.25996639884453,9,1,32.231404958677686,47.36842105263158,11.11111111111111,18.125,50.0,0.0599258186210086,13.910201713488934,2.469817807045694,original,True,True,False,False,False,True,True,168.17308293703277,168.17325111
2022-08-23-14-06-32,nonlinear_model_with_vi1_liftMTZ,250.0,12.362125158309937,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-80-0.1-5.json,hop_tsiligirides-1-80-0.1-5,31,30,27,3,425.0,14.166666666666666,9.25925925925926,58.333333333333336,0.0786512626034093,8.435870126384714,80.0,tsiligirides_hop,1,80,0.1,5,"0,18,26,19,25,30,29,24,21,20,11,10,9,7,8,12,1,2,6,5,4,3,13,14,15,16,27,17,0",250.0,1.0,75.83976586278749,94.79970732848436,27,0,58.8235294117647,90.0,0.0,9.25925925925926,0.0,0.0,40.287248010158415,0.0,original,True,True,False,False,False,True,True,250.0,250.00025
2022-08-23-14-24-29,nonlinear_model_with_vi1_liftMTZ,520.0,4.884120941162109,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.3-2.json,hop_tsiligirides-3-100-0.3-2,32,31,22,9,1080.0,34.83870967741935,23.63636363636364,62.22222222222222,0.0719285201895096,9.386695470404131,100.0,tsiligirides_hop,3,100,0.3,2,"0,8,24,23,17,10,25,29,11,30,7,1,15,19,2,3,13,27,22,26,4,6,21,0",520.0,1.0,93.13245395482043,93.13245395482043,22,0,48.14814814814815,70.96774193548387,0.0,23.63636363636364,0.0,0.0,33.61221117825376,0.0,original,True,True,False,False,False,True,True,520.0,520.000520001
2022-08-23-14-44-11,nonlinear_model_with_vi1_liftMTZ,95.0,3609.9476342201233,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-30-0.3-4.json,hop_tsiligirides-1-30-0.3-4,31,30,21,9,540.0,18.0,9.523809523809524,37.77777777777778,0.0768433717150351,8.435870126384714,30.0,tsiligirides_hop,1,30,0.3,4,"0,9,10,11,20,21,22,24,30,26,0",95.0,1.0,29.945965333541864,99.81988444513954,9,0,17.59259259259259,30.0,0.0,10.555555555555555,0.0,0.0,14.142389148083309,0.0,original,True,True,False,False,False,True,True,95.0,103.538400394
2022-08-23-14-17-31,nonlinear_model_with_vi1_liftMTZ,290.0,8.795559406280518,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.1-4.json,hop_tsiligirides-2-32-0.1-4,20,19,18,1,510.0,26.84210526315789,23.88888888888889,80.0,0.0559060147459717,6.18210573440129,32.0,tsiligirides_hop,2,32,0.1,4,"0,12,13,10,9,8,14,15,16,7,1,4,5,6,11,0",290.0,1.0,31.96252178163485,99.88288056760892,14,0,56.86274509803921,73.6842105263158,0.0,20.714285714285715,0.0,0.0,15.334840356410355,0.0,original,True,True,False,False,False,True,True,290.0,290.00029
2022-08-23-14-19-02,nonlinear_model_with_vi1_liftMTZ,255.473919172,160.39696955680847,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.2-5.json,hop_tsiligirides-2-30-0.2-5,20,19,16,3,650.0,34.21052631578947,25.0,83.33333333333333,0.0761869503783271,6.18210573440129,30.0,tsiligirides_hop,2,30,0.2,5,"0,6,5,4,7,16,15,14,8,9,13,12,0",285.0,0.8963997163938713,29.71222769312852,99.04075897709508,11,1,43.84615384615385,57.89473684210526,9.090909090909092,23.5,50.0,0.0884194774276778,16.225019875560363,1.2369316876852985,original,True,True,False,False,False,True,True,255.4739191722533,255.474174646
2022-08-23-15-00-27,nonlinear_model_with_vi1_liftMTZ,620.483338052,232.8265609741211,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-75-0.2-3.json,hop_tsiligirides-3-75-0.2-3,32,31,25,6,1180.0,38.064516129032256,24.4,95.0,0.0683926499653121,9.386695470404131,75.0,tsiligirides_hop,3,75,0.2,3,"0,23,26,22,31,25,28,29,9,17,10,11,30,1,14,15,16,19,12,2,3,27,4,6,21,0",700.0,0.8864047686451734,74.564041746517,99.41872232868934,24,1,59.32203389830509,77.41935483870968,4.166666666666667,23.91304347826087,150.0,0.0536581002724452,38.27900697715349,2.2472205054244214,original,True,True,False,False,False,True,True,620.4833380516213,620.483958536
2022-08-23-14-19-33,nonlinear_model_with_vi1_liftMTZ,290.0,10.435454845428469,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-35-0.2-2.json,hop_tsiligirides-2-35-0.2-2,20,19,16,3,550.0,28.94736842105263,21.875,66.66666666666667,0.0693948942553754,6.18210573440129,35.0,tsiligirides_hop,2,35,0.2,2,"0,11,10,12,13,8,16,15,14,7,1,2,5,4,6,0",290.0,1.0,34.854732247836985,99.58494927953424,14,0,52.72727272727273,73.6842105263158,0.0,20.714285714285715,0.0,0.0,17.389531061650796,0.0,original,True,True,False,False,False,True,True,290.0,290.00029
2022-08-23-15-16-09,nonlinear_model_with_vi1_liftMTZ,553.035075919,534.7881786823273,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-95-0.3-4.json,hop_tsiligirides-3-95-0.3-4,32,31,22,9,1610.0,51.935483870967744,24.09090909090909,120.0,0.0726241883774737,9.386695470404131,95.0,tsiligirides_hop,3,95,0.3,4,"0,21,2,15,20,19,3,27,4,6,26,22,31,25,29,24,8,9,11,7,1,5,12,23,0",570.0,0.9702369752964966,94.13232576496635,99.0866586999646,23,1,35.40372670807454,74.19354838709677,4.3478260869565215,24.09090909090909,40.0,0.0534129598539854,47.2965565016105,0.565685424949236,original,True,True,False,False,False,True,True,553.035075919003,553.035628955
2022-08-23-14-58-23,nonlinear_model_with_vi1_liftMTZ,15.0,3604.5869958400726,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.4-4.json,hop_tsiligirides-1-73-0.4-4,31,30,18,12,615.0,20.5,9.72222222222222,36.66666666666666,0.0784180835275977,8.435870126384714,73.0,tsiligirides_hop,1,73,0.4,4,"0,14,0",15.0,1.0,15.504837954651446,21.239504047467733,1,0,2.4390243902439024,3.333333333333333,0.0,15.0,0.0,0.0,7.752418977325723,0.0,original,True,True,False,False,False,True,True,15.0,441.83198551
2022-08-23-13-52-36,nonlinear_model_with_vi1_liftMTZ,245.0,50.4192419052124,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.1-2.json,hop_tsiligirides-1-70-0.1-2,31,30,27,3,310.0,10.333333333333334,9.62962962962963,16.666666666666668,0.080629167056668,8.435870126384714,70.0,tsiligirides_hop,1,70,0.1,2,"0,27,28,16,15,14,13,3,4,2,6,12,8,7,9,10,11,20,21,22,23,24,25,26,19,18,0",245.0,1.0,69.8224073936292,99.74629627661317,25,0,79.03225806451613,83.33333333333333,0.0,9.8,0.0,0.0,32.42032085912096,0.0,original,True,True,False,False,False,True,True,245.0,245.000245
2022-08-23-13-52-47,nonlinear_model_with_vi1_liftMTZ,150.984485875,525.8933990001678,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.2-5.json,hop_tsiligirides-1-35-0.2-5,31,30,24,6,465.0,15.5,10.0,37.5,0.0741776851053321,8.435870126384714,35.0,tsiligirides_hop,1,35,0.2,5,"0,12,7,9,10,11,20,21,22,24,25,30,26,27,0",170.0,0.8881440345565039,33.83126081636046,96.66074518960131,13,1,36.55913978494624,43.333333333333336,7.6923076923076925,10.0,50.0,0.0663113494645571,17.913357883185146,1.7888543819998317,original,True,True,False,False,False,True,True,150.98448587460567,150.984636859
2022-08-23-14-13-37,nonlinear_model_with_vi1_liftMTZ,207.978644773,15.465259790420532,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-25-0.2-5.json,hop_tsiligirides-2-25-0.2-5,20,19,16,3,810.0,42.63157894736842,22.5,150.0,0.0815924039801231,6.18210573440129,25.0,tsiligirides_hop,2,25,0.2,5,"0,11,10,12,13,8,7,1,2,3,4,5,6,0",330.0,0.6302383174940194,24.805106222542147,99.22042489016856,12,1,40.74074074074074,63.1578947368421,8.333333333333334,16.363636363636363,150.0,0.0608831903607312,13.289647427068871,7.582671779438801,original,True,True,False,False,False,True,True,207.9786447730264,207.978852752
2022-08-23-14-50-19,nonlinear_model_with_vi1_liftMTZ,480.442350592,357.5891628265381,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-40-0.3-4.json,hop_tsiligirides-3-40-0.3-4,32,31,22,9,1520.0,49.03225806451613,25.454545454545453,106.66666666666669,0.0773031986481818,9.386695470404131,40.0,tsiligirides_hop,3,40,0.3,4,"0,22,31,1,5,2,12,14,15,16,19,27,13,4,6,21,23,0",570.0,0.8428813168283894,39.9063414602211,99.76585365055276,16,1,37.5,51.61290322580645,6.25,24.666666666666668,200.0,0.0754425639543168,19.28571153704627,2.265685424949236,original,True,True,False,False,False,True,True,480.442350592182,480.442831035
2022-08-23-14-13-10,nonlinear_model_with_vi1_liftMTZ,149.619917652,22.35132622718811,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-23-0.3-2.json,hop_tsiligirides-2-23-0.3-2,20,19,14,5,535.0,28.157894736842103,26.071428571428573,34.0,0.0841063607058164,6.18210573440129,23.0,tsiligirides_hop,2,23,0.3,2,"0,4,2,3,5,11,10,9,13,0",175.0,0.8549709580095506,22.874830988018825,99.45578690442969,8,1,32.71028037383178,42.10526315789474,12.5,17.857142857142858,50.0,0.0634410268707198,11.410837835457835,2.469817807045694,original,True,True,False,False,False,True,True,149.61991765167136,149.620067272
2022-08-23-14-20-08,nonlinear_model_with_vi1_liftMTZ,248.188382097,105.17779922485352,/gpfs42/robbyfs/homes/users/asantini/local/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.4-3.json,hop_tsiligirides-2-32-0.4-3,20,19,12,7,720.0,37.89473684210526,26.25,57.85714285714285,0.0651307190792631,6.18210573440129,32.0,tsiligirides_hop,2,32,0.4,3,"0,5,4,2,3,18,17,7,8,9,10,12,0",265.0,0.936559932442686,31.9766818381625,99.9271307442578,11,1,36.80555555555556,57.89473684210526,9.090909090909092,23.5,30.0,0.0529873748055022,15.540993630753402,1.2369316876852985,original,True,True,False,False,False,True,True,248.1883820973118,248.188630286
